LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID451527,451527,0,1.8256185054779053,748.5031133752989,50.22213073485387,0.0,0.0,0,7.5,1,,242.06787330316743,236.0,210.0,316.0,53497.0,20.594127792832385,0.0307400200029076,0.7010980420749837
ID451534,451534,1,1.3125165700912476,1564.5971817650568,558.3531787765567,0.0,0.0,0,7.5,1,,231.39819004524887,228.0,196.0,290.0,51139.0,16.365006912758318,0.019654989197878787,0.5451215123545908
ID451535,451535,2,1.1610676050186157,693.8814973918697,589.2536908352989,0.0,0.0,0,7.5,1,,254.0814479638009,252.0,226.0,303.0,56152.0,14.271798946404688,0.017010004056616446,0.5955296990625129
ID451532,451532,,0.9022648334503174,1525.1717086864494,467.4930734409443,0.0,0.0,0,7.5,1,,231.2714932126697,230.0,201.0,269.0,51111.0,11.363360259911886,0.014483639987242789,0.5811362918884297
ID451533,451533,3,1.415160894393921,1490.263542494437,546.9999330967986,0.0,0.0,0,7.5,1,,242.3710407239819,240.0,209.0,326.0,53564.0,18.207587661670747,0.022047285411315117,0.5743048037966572
ID451530,451530,4,1.3652431964874268,702.8338435809628,310.8184652952492,0.0,0.0,0,7.5,1,,251.88235294117646,249.0,219.0,321.0,55666.0,15.833930939092701,0.023505742767556157,0.7306723720561039
ID451531,451531,5,1.3316545486450195,1245.104594027423,325.45298694226364,0.0,0.0,0,7.5,1,,246.4841628959276,243.0,218.0,356.0,54473.0,18.200548764221338,0.01896044278303029,0.5039943687176642
ID451528,451528,6,1.0090352296829224,697.3671754641591,244.86850389259098,0.0,0.0,0,7.5,1,,243.49773755656108,242.0,218.0,277.0,53813.0,11.799701242130567,0.016433421814770224,0.6672721216298815
ID451529,451529,7,1.0009186267852783,1227.8953000398035,274.3884475907126,0.0,0.0,0,7.5,1,,249.55656108597285,250.0,228.0,276.0,55152.0,9.687044531562702,0.025103479273413602,1.2617517099495592
ID451542,451542,8,0.9426602125167847,643.9187349479565,901.431769544882,0.0,0.0,0,7.5,1,,237.98190045248867,236.0,213.0,277.0,52594.0,12.224403239163935,0.012663900019101202,0.4869096720974574
ID451543,451543,,0.9842303395271301,393.43611230354503,993.4486301301317,0.0,0.0,0,7.5,1,,218.79638009049773,219.0,194.0,253.0,48354.0,10.58039290902847,0.022210360254421566,0.8986356776904648
ID451540,451540,9,1.6103991270065308,1497.8486043865378,856.0331882374666,0.0,0.0,0,7.5,1,,236.70135746606334,231.0,206.0,333.0,52311.0,20.172245738858873,0.025444951396057378,0.5823254467344389
ID451541,451541,10,1.1195223331451416,1332.1928686425083,857.444194693125,0.0,0.0,0,7.5,1,,241.31221719457014,238.0,212.0,322.0,53330.0,15.796066399520692,0.016146479741767198,0.48549178999691966
ID451538,451538,11,1.3058867454528809,491.587617417587,781.1178307040306,0.0,0.0,0,7.5,1,,236.61990950226243,235.0,212.0,304.0,52293.0,16.213921122713998,0.021007516805148146,0.6005359404243518
ID451539,451539,12,1.280448079109192,1593.9330501089514,805.8359938885902,0.0,0.0,0,7.5,1,,228.26696832579185,224.0,184.0,321.0,50447.0,20.3710187263424,0.11905783419838016,2.384326713478437
ID451536,451536,,1.0790584087371826,1019.3463064513683,619.3085534877573,0.0,0.0,0,7.5,1,,257.5339366515837,255.0,230.0,292.0,56915.0,11.312301324244956,0.02110499490316001,0.9410839101903403
ID451537,451537,13,1.5064560174942017,1498.8240607423545,664.1000283417062,0.0,0.0,0,7.5,1,,239.02714932126696,235.0,213.0,323.0,52825.0,19.50452594377106,0.024247832457502925,0.5802427161830633
ID451462,451462,11,1.2868945598602295,491.4622163375292,781.0751214415593,0.0,1.0,1,7.5,1,,236.2262443438914,234.0,210.0,299.0,52206.0,15.801709887742794,0.02132427431641099,0.6242587860478929
ID451463,451463,12,1.3137775659561157,1594.5221045574303,805.3385098937378,0.0,1.0,1,7.5,1,,227.3393665158371,224.0,166.0,324.0,50242.0,22.273460309128627,0.1420621404495151,2.5392506238102883
ID451460,451460,2,1.2861406803131104,690.9462753303992,587.1335281692818,0.0,1.0,1,7.5,1,,253.09049773755657,250.0,226.0,318.0,55933.0,16.469005330295847,0.016432109572452926,0.4968821684185408
ID451461,451461,13,1.5196932554244995,1498.6946567274124,664.7147527143092,0.0,1.0,1,7.5,1,,239.03619909502262,233.0,211.0,319.0,52827.0,19.458079696811136,0.02539977408796452,0.6085977308905468
ID451458,451458,3,1.2919541597366333,1485.5620906486886,548.1635093511136,0.0,1.0,1,7.5,1,,240.9502262443439,237.0,214.0,306.0,53250.0,16.751452106484773,0.017953431345927327,0.5073695843958959
ID451459,451459,1,1.254159927368164,1562.597012163482,560.935133129367,0.0,1.0,1,7.5,1,,232.44796380090497,229.0,208.0,296.0,51371.0,14.631946925650299,0.021563885029070837,0.6706796071742478
ID451456,451456,4,1.1588678359985352,710.4611870179259,315.40839459009555,0.0,1.0,1,7.5,1,,250.8552036199095,249.0,221.0,311.0,55439.0,14.408230999207792,0.018183852084856837,0.6218736169136412
ID451457,451457,5,1.377842903137207,1249.2615243340751,326.7451109421799,0.0,1.0,1,7.5,1,,246.15837104072398,242.0,221.0,335.0,54401.0,16.758913098513315,0.01964883762339629,0.5660893587566194
